mintemp,maxtemp,rainfall,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm,humidity9am,humidity3pm,pressure9am,pressure3pm,temp9am,temp3pm,raintoday,risk_mm,raintomorrow,year,month,day_of_year
20.2,30.1,0,NE,33,S,ENE,11,11,76,54,1013.5,1008.3,21.7,28.6,No,3.4,Yes,2009,11,316
11.4,21.8,0,ESE,26,SE,SE,13,11,70,47,1021.9,1020.3,16.4,20.9,No,0,No,2014,10,285
8.8,17.5,0,NE,46,NE,NNE,20,19,51,30,1023.6,1018.8,12.9,17.3,No,7.4,Yes,2011,6,164
17.8,27.9,0,SSW,30,SSW,SW,7,15,59,55,1013.5,1011.8,22.3,25.5,No,0,No,2014,10,302
1.9,24.3,0,NNE,31,NE,N,13,9,34,15,1029.7,1026.3,14.6,23.9,No,0,No,2017,6,160
4.7,20.3,0,NE,41,NE,NE,19,15,51,34,1018.1,1014.1,12.4,20,No,3,Yes,2011,8,218
17.5,34.7,0,WNW,46,N,WSW,13,17,33,27,1009.4,1005.6,28,32.5,No,2.2,Yes,2017,11,312
19.7,34.7,0,ESE,44,SSE,WSW,17,15,60,48,1013.2,1010,25.2,31.5,No,0,No,2012,1,23
20.3,33,0,SE,37,E,SW,13,20,55,41,1012.3,1009.6,25,30.8,No,0,No,2010,1,26
14.3,27.8,0,SW,22,ENE,WSW,7,11,48,63,1016.2,1015.3,23.5,23.8,No,0,No,2015,3,89
4.2,18.4,0,SSE,24,SSE,SSE,4,13,80,54,1030.3,1027.2,13.2,17.1,No,0,No,2017,9,247
7.1,21,0,NNE,31,ENE,ENE,7,13,69,39,1029.8,1024.4,11.8,20.2,No,0.4,No,2015,7,208
11,25.3,0,SSW,31,SE,WSW,11,15,56,50,1020.6,1016.5,18,23.6,No,0,No,2019,3,83
13.7,25.9,0,SSW,41,W,W,15,13,68,66,1013.1,1012.5,24,22.9,No,0,No,2010,11,308
13.3,22.1,4.6,W,37,W,WNW,11,13,71,68,1014.4,1014.3,19.6,20.1,Yes,10,Yes,2014,5,129
6.7,28.8,0,NNE,33,NE,NNE,13,17,39,9,1022.8,1017.9,16.8,28.3,No,3.2,Yes,2018,5,125
13.5,27.2,0,SSW,43,SE,SSW,13,26,47,51,1019.4,1015.4,20.1,24,No,0,No,2012,1,8
15.2,25.9,0,SW,33,SSW,W,9,17,48,61,1008.9,1010,23.7,21.8,No,0,No,2014,11,322
12.3,21.1,0,SSE,33,SSE,SW,17,17,59,39,1018.5,1017.3,17,20,No,0,No,2018,5,121
10.8,26,0,SW,35,NE,SW,15,17,46,33,1021,1015.8,19.8,23.7,No,0,No,2014,11,319
6.8,25.1,0,ENE,24,E,SW,9,11,65,44,1026.3,1021.7,15.8,23.6,No,0,No,2019,9,251
11.6,18.9,16,WSW,33,W,WNW,2,15,96,56,1004.9,1005.3,13.9,17.7,Yes,16.4,Yes,2009,7,190
16.5,19.5,11.2,SW,44,W,WSW,9,19,96,63,1013.8,1016.2,16.5,18.8,Yes,7.4,Yes,2014,7,183
3.3,19.5,0,NE,24,SSW,NE,2,9,73,34,1037.2,1033.3,12.2,18.9,No,0,No,2019,8,231
14.7,30,0,WSW,26,ENE,W,9,11,58,51,1018.1,1014.6,19.5,25.4,No,0,No,2013,4,120
23.7,39.7,0,NE,41,NE,SSE,19,13,24,12,1012.1,1009.1,28.7,37.5,No,0,No,2009,2,42
18.7,41.6,0,SSW,31,NE,SW,13,19,14,12,1013.9,1010.8,34.7,38.2,No,0,No,2015,12,362
11.9,32.4,0,NNE,31,NE,WNW,11,17,50,28,1022,1019.1,23.4,27.2,No,0,No,2015,10,274
18.2,32.6,0,NE,37,NE,SE,19,9,52,24,1020.7,1016.9,24,32,No,0,No,2020,3,83
20.8,33,0,WSW,33,E,SW,13,20,63,45,1014.6,1012.6,23.8,29.7,No,0,No,2010,2,48
11.3,23.5,0,NNW,39,N,NW,11,17,75,49,1016.9,1015.6,17.7,22.7,No,0,No,2011,8,232
21.9,36.1,0,SW,46,E,SW,13,22,39,24,1014.3,1010.9,25.8,33.8,No,0,No,2009,1,5
12,25.9,0,NNE,43,NNE,NNE,19,15,25,18,1023.9,1018.8,19.6,25.8,No,4,Yes,2015,5,135
17.6,24.5,3.2,NE,24,E,NE,7,11,97,91,1015.4,1012.3,19.2,21.2,Yes,12.4,Yes,2015,4,99
16.3,30.3,0,NW,30,NNE,WSW,9,15,57,44,1007,1004,24.9,28.8,No,0.2,No,2013,3,62
19.7,27,2.8,SSE,24,S,SSE,6,13,77,52,1016,1013.9,22.3,26.6,Yes,0,No,2013,4,103
16.5,27.9,0,SSW,44,SSE,SW,13,20,46,48,1015.4,1013.4,21.3,25.2,No,0,No,2017,12,340
16.5,32.3,0,SE,35,ESE,E,9,11,52,28,1017.3,1013.9,22.3,31.7,No,0,No,2018,3,63
7.7,20.2,0,WNW,37,NNE,NW,7,17,75,58,1015.4,1012,13.6,19.1,No,5.4,Yes,2009,8,217
14.5,30.4,0,NE,30,ENE,NNE,13,6,63,30,1016.8,1012.5,20.4,29.9,No,0,No,2014,4,98
18.8,23.4,0,SW,31,W,W,11,17,67,56,1012,1012.3,20.6,21.7,No,0,No,2018,12,338
12.5,23.1,0,SW,28,E,WSW,7,13,69,52,1021.8,1019.3,17.7,22.1,No,0,No,2018,4,114
6,19.5,0,SE,35,E,ESE,11,17,62,44,1030.3,1025.7,13,19.3,No,0,No,2012,9,251
18.4,35.3,0,ENE,33,E,ESE,11,13,44,18,1017.9,1013.4,23.7,34.9,No,0,No,2014,2,49
17.6,27.2,0,SW,30,NE,WSW,6,15,73,55,1016.6,1016.1,23.8,26.5,No,0,No,2019,2,46
12.8,31.1,0,SSW,28,E,SW,7,13,59,31,1020.4,1016.5,22.1,30,No,0,No,2015,3,88
14.3,23.3,29.4,ENE,31,SSE,W,17,7,94,64,1011.1,1009,15.6,21.9,Yes,0.2,No,2011,10,298
11.7,24.6,0,SW,31,SSW,SW,11,15,57,60,1011.3,1010.9,19,22.5,No,1.2,Yes,2017,3,76
7.5,17.4,4,NNW,35,NNE,NNW,7,15,97,67,1019,1015.9,11.2,16.6,Yes,11,Yes,2009,7,203
16.3,30.2,0,S,44,SE,SSW,13,11,61,35,1013,1009.8,19.7,30.1,No,0,No,2009,2,48
10.2,17.4,16.2,WSW,43,NNE,WSW,6,20,81,47,1014.2,1012,13.3,15.7,Yes,3.6,Yes,2009,8,233
8.7,21.1,0,ENE,24,ENE,NNE,6,9,73,49,1024.3,1019.5,13.5,20.7,No,0,No,2011,6,173
18.5,37.6,0,SE,39,ENE,SE,15,15,34,12,1017.2,1014.1,26.5,36.7,No,0,No,2019,12,345
11.8,21.6,0,SSW,41,SE,SSW,9,24,53,50,1020.8,1019,17.1,19.7,No,0,No,2009,11,325
14.8,31.8,0,WSW,22,NNE,WSW,7,13,73,41,1012.3,1009.7,20.2,30.5,No,0,No,2009,11,315
3.4,19,0.4,SSW,35,SSE,SSE,17,13,44,35,1031.1,1028.5,13.4,18.2,No,0,No,2008,10,279
19.3,34.8,0,NE,39,E,ENE,9,15,47,31,1012.5,1009.3,22.7,33.4,No,0,No,2020,2,42
11.2,24,2,W,31,WNW,W,7,15,96,54,1016.1,1017,18.8,22.4,Yes,0.2,No,2019,5,124
17.4,36.4,0,S,33,ESE,SE,11,13,44,20,1011.3,1007.5,24.5,35.2,No,0,No,2011,1,1
19.7,34.9,0,E,39,ENE,E,19,17,38,20,1019.1,1016.1,26.3,34.1,No,0,No,2014,2,52
20.3,25.8,0.2,NNW,39,NW,NW,15,17,84,77,1008.8,1007.1,23.6,25,No,0.8,No,2018,3,85
2.3,16.8,0,NE,17,ENE,NE,7,2,89,47,1029.6,1027.3,8.8,16.6,No,0,No,2015,6,174
11.3,21.7,0,SSE,28,S,WSW,6,11,65,58,1024.8,1022.2,17.5,21.1,No,0,No,2019,9,258
4.9,16.9,0.2,S,20,S,S,2,9,95,49,1027.1,1025,10.6,16.3,No,0,No,2017,7,189
19.8,35.9,0,E,33,ENE,E,17,11,46,29,1015.6,1011.7,25.6,34.4,No,0,No,2018,3,64
5,24.6,0,NNE,31,NE,N,13,11,47,28,1019.2,1015,13.5,23.2,No,5.2,Yes,2010,6,164
13,19.7,4.2,WSW,57,NW,W,11,24,76,54,1008.7,1010.2,17.9,18.3,Yes,8.8,Yes,2014,10,278
8.1,21.2,0,SW,20,NE,WSW,6,11,84,57,1026.6,1025.7,11.9,20.2,No,0,No,2013,6,179
7.6,19.4,0,NW,50,NNE,NW,9,22,72,51,1008.6,1005.5,14.8,19.3,No,12,Yes,2010,9,250
15.8,40.6,0,WSW,31,NE,WSW,9,13,28,28,1008,1005.1,30.1,33.9,No,0,No,2012,3,72
11.2,31.5,0,NE,31,NNE,WSW,13,17,27,32,1017.1,1014.2,26.4,27.6,No,0,No,2012,11,314
9.9,23.2,0,SW,43,ESE,SW,13,20,43,41,1020.5,1017.5,16,20.7,No,0,No,2018,11,330
27.3,32.6,0,NW,31,NNW,WNW,11,15,51,66,1007.5,1006.9,32.3,29.6,No,0,No,2013,1,15
9.1,23.8,0,NW,20,E,WNW,7,9,44,51,1010.2,1008.3,16.4,21.6,No,0,No,2010,5,138
10.1,16.2,10.8,WSW,57,W,SW,9,13,74,83,1017.8,1017.9,12.6,12.6,Yes,6.4,Yes,2017,7,210
19.7,31.3,0,WSW,28,ESE,WSW,9,15,68,56,1016.7,1013.6,24.9,28.4,No,0,No,2013,3,76
11,25.1,0,NE,28,NE,NNW,15,6,54,38,1019.8,1016.9,17.2,23.1,No,0.4,No,2015,6,162
6.7,16.9,2.6,WSW,46,NE,NNW,9,9,87,75,1015.1,1010.1,10.5,14.4,Yes,20.6,Yes,2008,7,199
17.4,31.6,0,NE,35,NE,SE,17,9,34,20,1021.4,1018.6,23.5,30.7,No,0,No,2017,4,92
15.3,25.1,0,WSW,31,SSE,WSW,9,17,55,53,1020.4,1017.8,22.2,23.1,No,0,No,2015,12,343
14.9,30.1,0,NE,33,E,ENE,11,7,51,25,1023.9,1020.3,20.3,29.5,No,0,No,2017,4,91
19.7,34.2,0,SW,43,SE,SW,11,19,51,37,1012.5,1010.2,25.8,33,No,0,No,2010,1,27
7.3,18.3,0.2,WNW,30,NNE,NW,11,11,73,81,1018.8,1016.5,12.2,15.5,No,8.4,Yes,2015,7,203
11.5,26.7,0,SSW,44,SE,SSW,9,22,46,50,1017.6,1014.6,19.7,23.5,No,0,No,2010,10,297
15.6,26.2,0,SSW,46,SSE,SW,17,26,51,51,1010.6,1007.6,23.2,24.7,No,0,No,2013,1,10
8.5,17.6,0,ESE,43,E,ESE,15,15,55,35,1038,1034.3,12.3,17,No,0,No,2008,8,234
13.8,23.4,8.4,SW,39,S,SW,19,19,57,50,1016.8,1015.9,17.9,21.8,Yes,0,No,2017,12,353
14.5,23.2,10.2,NW,44,W,W,20,17,52,54,1007.9,1009.1,20.3,22.1,Yes,1.8,Yes,2013,11,334
1.6,21.2,0,NNE,24,NNE,N,7,7,63,31,1021,1015.8,10.6,19.8,No,6,Yes,2019,5,139
5.7,23.9,0,NE,30,NE,N,11,15,57,28,1019.2,1015.6,14.8,23.1,No,0,No,2011,8,231
5.2,15.4,8.6,SW,17,ENE,SW,7,4,95,62,1018.1,1018.1,9.5,15,Yes,0.2,No,2009,6,163
8.2,17.1,0.8,WSW,46,N,NW,7,11,96,78,1016.3,1011.2,12.2,16.5,No,23.4,Yes,2018,7,195
14.2,35.3,0,SW,31,NE,W,7,17,44,15,1015.7,1014,23.6,34,No,0,No,2009,3,68
18.6,29.1,0,SSE,35,ESE,SE,13,13,66,45,1010.9,1008.1,22.2,27.9,No,0,No,2011,12,348
22.9,31.9,0,NE,33,E,ENE,9,15,40,30,1016.1,1013.2,25.1,29.8,No,1,No,2020,2,52
13.2,22.5,0,SSW,48,S,SSW,11,22,51,47,1016.1,1014.2,19.3,20.7,No,0,No,2018,11,334
17.4,28.3,0,WSW,30,S,SW,7,19,59,51,1009,1006.2,22.4,26.1,No,0,No,2013,3,61
19.9,35.3,0,SSW,41,SSE,SW,11,19,49,35,1014.3,1011.4,24.2,32.8,No,0,No,2009,1,8
11.8,24.1,0,WSW,31,NNW,W,7,13,55,53,1008.1,1006.5,21.6,22.2,No,0,No,2015,11,309
11.5,22.1,3,SW,31,SSE,SW,11,17,64,47,1022.9,1021,17.6,21.1,Yes,0,No,2015,10,292
13.8,21.7,3.2,W,44,W,WSW,19,15,86,74,1017.2,1019.2,20.2,19.7,Yes,0.4,No,2018,5,126
4.6,21.3,0,SW,30,NNE,WSW,4,17,68,44,1018.7,1016.4,14.1,20.4,No,0,No,2008,9,253
16.2,22.7,5.2,SSW,28,SSE,SSW,7,15,98,59,1019.5,1016.7,16.5,20.6,Yes,0.4,No,2018,4,108
15.4,20.7,5,SW,46,W,WSW,11,26,66,64,1010.4,1012.2,17.7,16.8,Yes,1,No,2010,10,283
14,27.4,0,SW,44,SSE,SW,11,15,60,40,1019.7,1017.8,17.2,26.1,No,0,No,2009,3,72
13.1,19.9,3,SW,39,SW,W,2,13,90,55,1018.1,1018.2,15.4,19.1,Yes,0.2,No,2014,9,252
15.4,25.5,0,WNW,52,WNW,NW,9,24,70,56,1003.8,1002.2,20.1,23.4,No,8,Yes,2012,11,332
18.7,32.9,0,SE,35,ESE,SW,11,9,56,25,1018.9,1016.2,23,32.6,No,0,No,2011,3,88
6.5,22.4,0,ENE,33,E,NE,17,13,66,45,1020.2,1016.1,15.3,21.1,No,0.8,No,2011,8,241
20.9,32.2,0,ESE,28,ENE,ENE,11,9,72,36,1008.6,1006.8,22.8,31.7,No,0,No,2010,12,356
14.4,28.2,0,E,35,E,E,13,11,49,30,1022.4,1016.7,19.1,27.7,No,0.4,No,2013,3,72
19.5,29.9,0,SSE,39,SE,SSE,17,17,62,39,1013.5,1011.1,22.3,29,No,0,No,2017,3,69
16.9,33.8,0,ESE,44,E,ESE,19,11,46,27,1015.8,1011.2,22.1,32.2,No,0,No,2014,2,34
11.3,19.7,2.8,SW,31,WSW,WSW,7,15,71,81,1022.2,1021,17,17.3,Yes,3,Yes,2011,6,170
11.5,24.6,0,ESE,30,E,E,13,9,49,29,1020.4,1017.8,17.7,24.2,No,1.4,Yes,2020,4,95
17,24.7,0,SW,39,S,SSW,13,20,56,57,1007.1,1003.7,21.4,24.2,No,0.6,No,2015,11,310
4.7,23.4,0,NE,20,E,NE,9,9,47,38,1024.9,1021,13.3,23.3,No,0,No,2012,8,223
1.5,17.7,0,NNE,28,ESE,NE,6,11,87,51,1028.5,1024.4,8.1,17.4,No,0,No,2009,7,195
3.5,21.4,0,N,31,NNE,NNW,11,9,67,28,1026.6,1022.9,11.2,20.9,No,0,No,2018,8,224
13.1,20.4,0.4,WSW,33,SW,W,15,13,80,65,1022.1,1020.9,17.3,18.5,No,0.2,No,2009,9,266
5.4,19.9,0,NE,28,E,ENE,7,7,69,35,1029.3,1026.8,11.2,19.4,No,0,No,2010,7,202
2.3,18.5,0,SSW,28,SE,SW,2,4,70,41,1029.8,1025.3,10.7,18.5,No,0,No,2010,8,238
18.9,26.8,0.2,WSW,31,SW,SSW,13,20,68,63,1015.5,1014.5,23.1,25.1,No,0,No,2010,3,83
11.1,30.7,0,SW,28,SSE,SW,7,17,44,28,1014,1010.4,22.2,28.6,No,0,No,2014,11,320
10,21.4,0.2,WSW,26,ENE,W,6,11,81,54,1021.9,1019.2,14.9,21,No,0,No,2014,8,239
2.1,19.4,0,NE,22,ENE,NE,6,6,78,39,1033.2,1030.5,9.7,19.2,No,0,No,2008,8,217
14.3,21.5,5.8,WSW,39,W,W,13,11,67,87,1011.5,1012.2,19.2,16.8,Yes,5.8,Yes,2014,8,233
22.3,26.6,2,NE,54,ENE,NE,11,13,67,73,1011.4,1010.1,25.1,23.4,Yes,11,Yes,2020,2,58
16.8,24.2,0.8,SW,33,SSW,SW,13,17,79,61,1013.6,1012.6,19.8,22.6,No,0,No,2017,3,82
11.2,19.8,9,WSW,41,W,SW,7,15,94,71,1017.1,1018.4,15.6,17.2,Yes,1.2,Yes,2012,6,179
17.9,32.3,0,WSW,30,NNE,W,13,11,42,33,1016.2,1014.4,25.9,31.3,No,0,No,2014,4,102
11.4,28.5,0,SSW,26,ENE,SW,7,11,56,35,1020.1,1018,19.4,25.6,No,0,No,2009,4,117
20.8,30,0,SSE,37,ENE,W,7,15,69,54,1009.1,1007.6,22.8,27.5,No,0,No,2010,1,25
7.6,21.9,0,SW,44,SSW,SSW,11,28,50,45,1018.5,1016,17,19.7,No,0,No,2010,10,286
14.3,20.1,13.6,NNW,65,NW,WNW,22,28,74,65,1006,1004.4,18.3,18.5,Yes,7.4,Yes,2009,8,226
10,19,12.8,NW,61,N,WNW,11,22,96,63,1014.8,1010.5,11.9,17.7,Yes,21.8,Yes,2010,7,192
11.9,24.6,0,E,33,E,E,17,9,61,36,1020.5,1015.6,16.6,24.3,No,0,No,2014,9,259
16.2,27.9,0,SSW,37,ESE,SW,11,19,48,43,1020.1,1017.6,21.9,25.7,No,0,No,2018,12,353
14.6,23.1,16,WSW,35,S,SW,7,19,73,64,1010.4,1012.1,18.6,22.4,Yes,0,No,2015,11,306
13.8,24.7,0,SW,31,NNE,WSW,9,17,70,60,1014,1013.3,18.2,23.5,No,2.6,Yes,2009,3,82
10.3,23.8,0.4,S,31,SSE,S,9,15,56,33,1024.7,1020.4,17.1,23.4,No,0,No,2017,3,78
5.3,22.4,0,SSE,24,SE,SE,7,11,59,37,1025.5,1019.4,15.3,21.8,No,4.2,Yes,2013,9,249
18.3,28.5,0,SE,46,SE,SSE,13,20,54,36,1011.1,1009.1,23,27,No,0,No,2018,1,28
13,22.3,0,SSW,20,NNE,SW,7,7,90,65,1014.4,1011.3,15.9,21.9,No,0,No,2013,5,126
19.2,27.5,0,SSW,37,S,SSW,13,19,74,52,1012.4,1010.5,21.3,26.2,No,0,No,2014,12,365
18.2,25.8,0,SW,48,S,SW,19,24,60,54,1010.8,1010.3,22.2,23.7,No,0,No,2015,12,358
20.5,40.1,0,SW,43,NE,SW,19,22,21,24,1006.8,1007.1,30.4,32.7,No,0,No,2009,2,43
8.5,20.3,0,NE,30,ENE,ENE,13,11,71,44,1029.5,1026.6,12.8,19.8,No,0,No,2015,6,179
11.3,25.2,0,SW,31,ESE,WSW,6,17,66,51,1018.9,1015,19.5,23.3,No,0,No,2020,3,91
5.7,20.1,0,SSW,35,ENE,SW,9,11,57,41,1026,1021.9,13.5,19.2,No,0,No,2008,9,251
13.4,28.9,0,WSW,33,S,WSW,7,19,46,42,1013.6,1012.1,24,26,No,0,No,2018,12,364
19.7,32.4,0,SSW,35,ESE,WSW,6,17,57,46,1014.9,1013.3,26,29.7,No,0,No,2015,2,50
13.4,17.2,5.4,W,37,SW,SW,15,19,71,58,1011.9,1010.5,15.6,15.2,Yes,1.4,Yes,2009,9,258
16.7,38.9,0,ENE,41,NE,WSW,22,15,19,11,1013.7,1008.6,30.1,37.6,No,0,No,2012,3,66
13.8,23.6,1,SW,33,SSW,SW,6,19,63,48,1014.2,1014,19.6,22,No,0,No,2014,11,326
12.7,28.2,0,SSW,31,S,SW,7,17,63,50,1018.3,1013.4,19.5,25.7,No,0,No,2013,3,83
7.9,19.2,2.4,WSW,24,N,WSW,6,6,93,71,1026.1,1024.6,10.9,18.7,Yes,4,Yes,2018,6,170
21.1,41,0,SSW,37,NE,SSW,13,20,18,10,1011.2,1008.5,33.9,37.2,No,0,No,2019,12,348
17,29.7,0,S,28,WSW,WSW,6,13,56,52,1010.9,1011.3,25,26.8,No,0,No,2015,1,14
15.6,21.7,11.8,NW,67,NW,WSW,24,19,65,86,1001.2,1000,20.7,16.6,Yes,22.4,Yes,2009,11,322
10.7,16.1,15,SW,72,W,W,24,24,80,49,1005,1003.9,12.8,14.4,Yes,17.8,Yes,2018,8,213
6.5,19.5,0,SW,37,S,SSW,17,19,49,44,1024.4,1022.7,15.1,18.5,No,0,No,2019,10,288
20.7,32,0,SW,37,ENE,SW,11,17,62,46,1011.5,1009,24.7,29.9,No,0,No,2011,3,76
21.5,26.9,0,SW,31,NW,SW,9,15,77,63,1010.5,1009.9,24,24.5,No,0.4,No,2015,2,44
17.5,36.6,0,NE,37,ENE,NE,13,9,29,13,1018,1014.6,27.5,35.9,No,0,No,2014,2,59
17.4,30.8,0,SSW,41,SSE,SSW,7,19,58,56,1015,1013.6,24.6,27.2,No,0,No,2014,3,62
20.4,25.2,0,SW,28,W,WSW,11,13,76,70,1009.5,1010.1,23.5,23.8,No,0,No,2018,3,81
20.1,31.1,0,SW,43,S,SW,7,20,59,46,1008.9,1007,25.9,30.1,No,0,No,2011,2,40
4.8,18.8,0.8,WSW,22,NE,W,7,2,80,49,1018.7,1017,10.7,18.2,No,0,No,2009,5,144
17,30.4,0,SW,41,SSW,SW,13,19,64,52,1012.6,1010.1,23.6,27.9,No,0,No,2011,12,356
14.4,29.2,0,SW,39,E,SW,15,19,64,40,1016,1012.4,17.9,27.6,No,0,No,2009,2,58
18,23,5,WNW,63,NNW,NW,9,17,94,65,1009.8,1008,18.8,21.9,Yes,20.4,Yes,2008,10,298
19.8,36.6,0,E,37,E,NE,11,11,45,23,1014.7,1011.6,24.8,36.2,No,0,No,2012,2,40
12.3,19.3,1.2,SSW,39,SW,SSW,11,17,73,53,1022.7,1021.9,15.4,18.4,Yes,0.2,No,2012,6,180
15,19.8,3,SW,33,WSW,WSW,7,13,84,71,1022.9,1023,16.6,19.2,Yes,0,No,2011,6,171
12.6,26,0,SSW,28,E,WSW,7,15,56,47,1017.9,1014.2,20.2,24.1,No,0,No,2014,10,297
7.5,20.3,0,ESE,30,ESE,SSE,13,13,49,33,1030.8,1026.9,13.3,19.7,No,0,No,2015,9,263
16.7,37.1,0,ESE,39,E,ESE,15,9,45,19,1013.2,1008.3,23.1,35.5,No,0,No,2015,1,26
12.1,31.7,0,SW,30,E,SW,7,17,42,37,1017.3,1014.8,24.6,27.7,No,0,No,2015,10,294
18.8,36.6,0,S,39,ENE,SE,17,13,38,18,1011.9,1009.2,27.1,36,No,0,No,2011,1,9
7.5,17.5,0,SE,30,SSE,E,15,15,76,69,1025.2,1024.6,12,15.4,No,0,No,2015,5,139
9.6,26.7,0,S,33,S,SW,6,15,52,37,1026.2,1022.8,18.2,24.4,No,0,No,2017,4,118
20.3,29.6,0,WSW,31,SSE,WSW,9,17,62,58,1006,1004.9,26.3,27.3,No,0,No,2011,12,365
10.9,25.7,0,NE,24,E,NNE,9,11,64,37,1025.5,1021.4,16.9,25,No,0,No,2013,10,275
14.5,34.2,0,SSW,39,ENE,SSW,11,24,35,20,1014.5,1013.3,25.8,32.3,No,0,No,2010,1,13
15.1,26.5,1.4,ESE,35,E,E,7,11,66,37,1017.3,1013.9,18.5,25.3,Yes,0,No,2020,4,96
16.1,34.1,0,SSW,41,SSW,SSW,11,22,34,27,1012.5,1011,27.8,30.7,No,0,No,2009,12,360
17.7,30.7,0,SW,30,SE,SSW,9,11,73,51,1010.4,1006.8,20.8,28.9,No,0,No,2009,1,30
20.1,24.9,0,W,44,NNW,NW,13,17,68,54,1004.5,1004.5,22.4,24,No,2.2,Yes,2017,11,321
19.8,26.7,0,SW,44,WNW,SW,9,20,83,53,1011,1010.7,20.7,26.1,No,0,No,2008,12,350
16.2,24,3.8,N,41,NW,NW,17,15,70,61,1007.8,1007.9,21,23,Yes,0.8,No,2017,3,81
8.2,20.4,0,SSE,15,SSE,SSW,6,9,87,57,1022.6,1020.2,14.3,19.7,No,0,No,2015,5,144
17.1,34.3,0,ESE,39,E,ESE,17,9,57,28,1013.1,1009.1,19.3,33.2,No,0,No,2009,2,54
6.5,21.2,0,S,20,SE,SW,4,7,97,50,1027.3,1024.7,12.7,20.4,No,0,No,2017,6,167
21.3,24,0.6,SSE,15,S,SE,4,2,96,85,1016.8,1016.1,22.3,23.9,No,3.4,Yes,2019,3,68
20.6,31.1,0,SSE,37,SSE,SW,9,15,49,36,1015,1011.8,23.1,30.2,No,0,No,2009,1,18
17.3,32.2,0,SSW,43,NNW,SW,9,22,33,37,1011,1010.5,29.6,29.2,No,0,No,2020,1,12
8.7,28.5,0,ENE,24,E,E,7,9,41,21,1028.4,1025.8,18.6,27.4,No,0,No,2009,5,125
16.7,17.7,0.4,SSW,28,WSW,NW,13,9,78,79,1008.8,1007.8,17.1,16.8,No,2.6,Yes,2010,4,102
7.1,23.6,0,NNE,20,SSE,WSW,11,9,72,52,1026,1020.8,15.1,22,No,0,No,2014,5,123
10.3,16.9,2.8,S,31,SSE,SSE,17,7,67,53,1026,1023.4,13.7,16.3,Yes,0,No,2017,8,232
8,21.7,0,WNW,35,NNE,WNW,15,17,40,81,1013.9,1012,17.8,19.6,No,1.2,Yes,2012,8,244
3.3,18.9,0,NE,37,NE,N,11,15,80,40,1024.8,1020.2,8.9,17.9,No,0,No,2008,7,204
18.7,25.6,0.2,SW,41,SSW,SSW,11,22,51,46,1012.8,1012.3,22.7,23.7,No,0,No,2014,1,16
12.6,16.5,10.4,WSW,44,SW,SW,15,24,59,66,1016.2,1017.1,15.8,15.2,Yes,0.2,No,2010,7,210
21,38.7,0,SSW,39,ESE,SSW,7,20,34,29,1011.8,1009.1,31.6,34.6,No,0,No,2015,12,356
7.8,19,1.8,SSW,17,NE,NE,7,4,81,57,1023.7,1021.7,14.1,17.9,Yes,0.4,No,2013,8,230
20,39,0,E,37,E,ESE,11,11,32,10,1018.4,1015.4,28.5,37.5,No,0,No,2019,12,346
2.9,20.1,0,SW,22,SE,WSW,6,11,83,45,1033.5,1030.3,9.4,18.8,No,0,No,2009,7,210
9.6,19.2,0,ENE,30,ENE,ENE,9,13,60,42,1027.4,1023.2,11.6,18.7,No,0,No,2015,5,141
20.2,32.2,0,SSW,35,SSE,SW,9,19,58,46,1012.9,1009.4,25.2,30.6,No,0,No,2014,2,37
16.7,27.6,0,SW,41,SSE,SW,13,19,49,49,1012,1010.7,22.7,26.1,No,0,No,2011,3,70
13.3,23.3,0,WNW,35,WNW,WNW,13,15,60,53,1012.1,1011.5,21,22.8,No,0,No,2012,11,307
15,24.6,0,ESE,39,S,SSE,17,17,60,35,1025.8,1024.3,19.1,23.1,No,0,No,2015,3,81
17.3,35.7,0,SW,46,ENE,SW,15,22,34,29,1010.3,1007.9,27.4,31.6,No,0,No,2015,12,355
14.8,21.8,0.2,WSW,26,SW,WSW,11,11,71,57,1023.6,1022.3,18.9,20.5,No,0,No,2017,9,260
11.2,15.5,21.8,SSW,59,W,WSW,24,17,72,59,1008.6,1009.7,11.8,14.6,Yes,6.2,Yes,2010,7,193
7.1,21.7,0,SSW,26,NNE,WSW,7,13,79,57,1014.9,1011.6,12.6,20.2,No,1.2,Yes,2008,8,241
16.3,27.3,0,S,30,E,W,6,11,69,52,1014.9,1012.2,20.8,26,No,0,No,2012,3,85
11.5,19.1,4.2,NE,43,NE,W,17,17,96,68,1010,1009,13.2,18.7,Yes,3.2,Yes,2009,7,187
16.5,33,0,ENE,39,E,ESE,17,11,40,18,1017.5,1013.1,23.8,32.4,No,0,No,2011,11,326
4,23,0,N,28,NE,WNW,9,9,62,24,1026.2,1021.6,11.2,22.1,No,0,No,2013,7,182
20,28.7,0,S,43,SW,SW,19,20,55,58,1008.2,1007.6,25.3,26.2,No,0,No,2013,1,23
15.1,32.3,0,E,43,SSW,SW,9,17,43,38,1017.1,1014.4,25.7,31.1,No,0,No,2018,11,319
14.2,29.2,0,ESE,50,E,SE,15,13,45,22,1021.7,1017.2,20.1,28.4,No,0,No,2015,12,335
13.4,23.2,4,SW,30,S,SW,11,15,71,47,1011,1009.8,18,22.5,Yes,0.2,No,2008,11,330
